25,269.583,194.195,25.830,43.876,0.9893801
50,382.447,188.872,23.538,43.140,0.9929909
50,277.346,10.130,19.676,34.674,0.0832020
75,301.556,8.829,18.297,36.797,0.9507825
75,481.453,189.829,28.327,46.491,0.9999410
100,323.987,10.696,18.556,34.297,0.3767491
100,6.317,190.190,46.579,142.021,0.3227544
100,566.171,187.576,27.964,47.471,0.9997619
100,5.284,170.137,56.703,210.355,0.0860749
125,346.643,11.423,18.093,35.701,0.5164616
125,292.952,120.079,120.481,247.939,0.9957279
125,632.715,191.364,25.340,43.908,0.9991092
150,636.523,147.527,69.636,150.011,0.2163231
150,184.348,95.580,145.677,274.871,0.9988451
150,627.611,130.856,81.360,231.880,0.9912621
175,228.442,199.415,17.202,36.580,0.9280151
175,539.429,97.103,136.251,258.152,0.9995296
200,687.672,198.634,17.684,34.296,0.1409005
225,638.162,171.404,28.604,50.300,0.9384760
250,558.645,140.797,144.363,341.382,0.1966200
275,561.549,175.787,20.937,39.384,0.1113161
275,66.077,27.201,102.978,368.364,0.0630141
275,3.882,1.000,175.400,511.710,0.4558595
275,561.012,176.566,23.670,38.736,0.9680315
300,541.714,188.621,21.544,36.479,0.2989008
300,541.385,187.076,25.409,39.766,0.9462192
325,140.706,211.779,16.923,38.878,0.4410049
325,535.001,195.724,21.456,39.756,0.4763928
325,534.197,196.627,23.838,37.510,0.8803079
350,97.642,208.679,19.564,42.705,0.9213787
350,517.005,192.250,20.901,40.112,0.0828523
350,517.293,192.810,22.307,39.617,0.9714355
350,97.861,210.013,20.993,39.919,0.0673208
375,490.634,199.179,23.597,39.690,0.9953272
400,459.269,196.412,20.808,42.425,0.2062477
400,458.480,196.884,23.115,41.908,0.9765165
425,427.026,190.957,22.196,40.101,0.2265880
425,426.333,191.412,23.977,39.054,0.9708848
450,411.796,196.367,25.951,44.204,0.9521651
475,405.241,196.983,26.015,46.662,0.9083660
500,390.528,197.783,25.880,51.204,0.9872584
525,361.234,190.941,27.585,54.286,0.9052343
550,329.985,181.578,27.331,55.866,0.3184220
550,329.693,182.346,29.461,55.511,0.8957024
575,296.607,189.320,32.886,66.433,0.3801859
575,295.750,190.618,34.179,60.165,0.4698469
575,628.538,206.304,18.448,28.845,0.4225676
600,237.328,180.523,37.290,80.005,0.4149189
600,656.533,200.279,20.860,31.420,0.9178080
600,236.285,179.216,38.404,73.321,0.4364411
600,546.866,202.357,14.162,26.936,0.4699552
625,145.148,167.036,41.561,90.662,0.3204056
625,566.485,196.245,14.740,29.324,0.9955962
625,144.491,165.185,44.341,93.730,0.9125906
650,13.031,156.009,54.951,123.017,0.0787391
650,593.916,197.588,15.365,30.037,0.9893143
650,11.324,155.855,60.591,118.110,0.9596023
675,436.470,205.422,17.016,29.853,0.9978279
675,642.651,199.148,23.121,33.613,0.9994264
700,530.450,189.511,20.420,33.513,0.9993652
725,628.799,202.437,18.800,30.804,0.1371692
725,652.773,196.598,24.373,36.743,0.9995999
725,628.961,202.830,19.088,29.630,0.6523294
750,590.768,196.217,21.319,34.341,0.9999088
775,559.561,197.965,21.414,37.522,0.9996279
800,563.700,185.272,22.423,46.023,0.3685833
800,563.778,184.998,23.056,45.611,0.9382072
825,578.862,181.299,27.350,52.639,0.9339322
825,653.245,183.798,24.769,43.851,0.9968982
825,578.746,181.329,27.668,50.394,0.4392293
850,498.017,182.095,30.118,52.865,0.5097235
850,601.953,170.557,27.624,59.052,0.0913474
850,601.318,170.424,31.691,61.528,0.9958402
850,496.464,181.646,32.207,51.272,0.8359786
875,653.297,164.811,39.103,74.580,0.0777449
875,313.401,181.486,28.268,52.721,0.9993717
875,650.669,165.796,41.909,73.418,0.9834087
900,70.935,188.919,33.925,57.721,0.9974186
925,574.324,191.103,20.082,34.346,0.0632721
975,663.973,166.120,35.591,73.535,0.9996147
1000,635.834,171.828,31.179,67.711,0.9984720
1025,598.600,178.335,33.215,61.904,0.9994352
1050,572.052,184.694,29.971,58.238,0.9999281
1075,563.692,188.528,27.378,55.301,0.9999169
1100,564.305,192.209,26.157,51.275,0.9993263
1125,564.683,192.049,24.481,48.839,0.9983707
1150,567.717,192.959,21.942,45.778,0.9997711
1175,568.702,193.868,21.778,44.139,0.9998360
1200,574.347,195.267,21.798,42.660,0.9996680
1450,9.754,205.766,16.319,39.031,0.3438424
1500,207.581,206.075,17.906,33.640,0.9783435
1500,37.608,206.175,17.387,34.217,0.6480581
1525,171.974,204.696,19.970,35.647,0.9986888
1550,146.512,203.736,20.504,37.562,0.9972812
1550,69.122,205.682,17.944,34.981,0.5340127
1575,142.919,201.972,21.348,40.014,0.9996951
1600,147.248,198.540,22.620,43.312,0.9953622
1650,209.996,193.787,26.328,48.576,0.9999177
1675,329.139,192.497,30.217,52.868,0.9998987
1700,490.776,190.347,33.133,55.621,0.9957747
1825,173.780,173.987,54.433,81.677,0.9754874
1850,460.425,173.613,50.974,80.007,0.9896013
